Rank,Player,Position,Squad,Age,Born,90s,Tackles,Interceptions (Int),Tournament Stage,Interceptions per 90 mins,Eligible Defender,FBref Player ID,,,,,
475,Mohamed Kanno,MF,Saudi Arabia,31,1994,2.5,4,2,Group Stage Eliminated,0.8,No,74ccf212,,,,,
476,Steve Kapuadi,DF,Congo DR,28,1998,2,1,1,Knockout,0.5,Yes,3f3c941a,,,,,
477,Bekhruz Karimov,DF,Uzbekistan,18,2007,2,5,3,Group Stage Eliminated,1.5,Yes,74cdaeba,,,,,
478,Jesper Karlström,MF,Sweden,30,1995,1.5,3,1,Knockout,0.666666667,No,e0a1f4eb,,,,,
479,Gervane Kastaneer,FWMF,Curaçao,30,1996,0.3,0,0,Group Stage Eliminated,0,No,0c142e14,,,,,
480,Nikola Kati?,DF,Bosnia-Herz,29,1996,3.5,6,5,Knockout,1.428571429,Yes,35bd124a,,,,,
481,Edo Kayembe,MF,Congo DR,28,1998,1.8,1,0,Knockout,0,No,f99b71de,,,,,
482,Joris Kayembe,DFFW,Congo DR,31,1994,0.5,4,4,Knockout,8,Yes,4657faba,,,,,
483,Franck Kessié,MF,Côte d'Ivoire,29,1996,3.8,4,0,Knockout,0,No,05e19d6a,,,,,
484,Abdullah Al-Khaibari,MF,Saudi Arabia,29,1996,2,1,1,Group Stage Eliminated,0.5,No,ab47ae1c,,,,,
485,Shoja' Khalilzadeh,DF,IR Iran,37,1989,3,3,3,Group Stage Eliminated,1,Yes,0aed29f1,,,,,
486,Dostonbek Khamdamov,MF,Uzbekistan,29,1996,1.1,4,2,Group Stage Eliminated,1.818181818,No,d2dd2ffb,,,,,
487,Bilal El Khannouss,MFFW,Morocco,22,2004,5.1,7,1,Knockout,0.196078431,No,f7042636,,,,,
488,Rani Khedira,MF,Tunisia,32,1994,1.7,1,2,Group Stage Eliminated,1.176470588,No,59e4b92e,,,,,
489,Boualem Khoukhi,DF,Qatar,35,1990,3,3,3,Group Stage Eliminated,1,Yes,7be5ad52,,,,,
490,Abdukodir Khusanov,DF,Uzbekistan,22,2004,3,3,5,Group Stage Eliminated,1.666666667,Yes,d17ce930,,,,,
491,Joshua Kimmich,DF,Germany,31,1995,3.9,4,4,Knockout,1.025641026,Yes,49296448,,,,,
492,Justin Kluivert,FWMF,Netherlands,27,1999,0.3,0,0,Knockout,0,No,4c3a6744,,,,,
493,Gregor Kobel,GK,Switzerland,28,1997,6.7,0,0,Knockout,0,No,cd59b9df,,,,,
494,Orkun Kökçü,MF,Türkiye,25,2000,1.7,1,0,Group Stage Eliminated,0,No,9bf914b4,,,,,
495,Sead Kolašinac,DF,Bosnia-Herz,32,1993,3.7,6,2,Knockout,0.540540541,Yes,3935e52e,,,,,
496,Ghislain Konan,DF,Côte d'Ivoire,30,1995,3,3,0,Knockout,0,Yes,6b2c894b,,,,,
497,Ibrahima Konaté,DF,France,27,1999,0.7,0,3,Knockout,4.285714286,Yes,5ed9b537,,,,,
498,Ismaël Koné,MF,Canada,23,2002,1.6,2,3,Knockout,1.875,No,e0220b70,,,,,
499,Manu Koné,MF,France,25,2001,4.3,5,3,Knockout,0.697674419,No,86574238,,,,,
500,Ezri Konsa,DF,England,28,1997,7.2,5,8,Knockout,1.111111111,Yes,0313a347,,,,,
501,Teun Koopmeiners,DFMF,Netherlands,28,1998,1.4,1,1,Knockout,0.714285714,Yes,a26fb8aa,,,,,
502,Odilon Kossounou,DF,Côte d'Ivoire,25,2001,3,3,3,Knockout,1,Yes,1f3afdcb,,,,,
503,Kalidou Koulibaly,DF,Senegal,34,1991,1.8,1,2,Knockout,1.111111111,Yes,da974c7b,,,,,
504,Jules Koundé,DF,France,27,1998,6.7,8,3,Knockout,0.447761194,Yes,4d1666ff,,,,,
505,Mateo Kova?i?,MF,Croatia,32,1994,3,3,2,Knockout,0.666666667,No,79c0821a,,,,,
506,Matej Kovar,GK,Czechia,26,2000,3,0,0,Group Stage Eliminated,0,No,bc67a0e1,,,,,
507,Andrej Kramari?,FWMF,Croatia,34,1991,0.7,1,0,Knockout,0,No,603cb947,,,,,
508,Ladislav Krej?í,DF,Czechia,27,1999,3,3,1,Group Stage Eliminated,0.333333333,Yes,5b5c2228,,,,,
509,Takefusa Kubo,MF,Japan,25,2001,0.8,0,1,Knockout,1.25,No,16aa3654,,,,,
510,Brandley Kuwas,FWMF,Curaçao,33,1992,0,0,0,Group Stage Eliminated,,No,42c94967,,,,,
511,Prince Kwabena Adu,FW,Ghana,22,2003,0.4,0,0,Knockout,0,No,36bdd145,,,,,
512,Maxence Lacroix,DF,France,26,2000,2.7,2,3,Knockout,1.111111111,Yes,277c49ed,,,,,
513,Gustaf Lagerbielke,DF,Sweden,26,2000,4,5,5,Knockout,1.25,Yes,9e39fa2d,,,,,
514,Konrad Laimer,MFDF,Austria,29,1997,4,6,2,Knockout,0.5,Yes,c1b7847c,,,,,
515,Ali Lajami,DF,Saudi Arabia,30,1996,1.7,2,3,Group Stage Eliminated,1.764705882,Yes,46f7ab4f,,,,,
516,Senne Lammens,GK,Belgium,23,2002,0.2,0,0,Knockout,0,No,8e6d2fcd,,,,,
517,Noa Lang,FWMF,Netherlands,26,1999,0.1,0,0,Knockout,0,No,8e034340,,,,,
518,Sondre Langås,DF,Norway,25,2001,0.3,0,0,Knockout,0,Yes,107e4890,,,,,
519,Aymeric Laporte,DF,Spain,32,1994,8.1,3,14,Knockout,1.728395062,Yes,119b9a8e,,,,,
520,Cyle Larin,FW,Canada,31,1995,2.1,0,0,Knockout,0,No,e7af9060,,,,,
521,Richie Laryea,DF,Canada,31,1995,4.8,9,2,Knockout,0.416666667,Yes,276fdbe4,,,,,
522,Mohanad Lasheen,MF,Egypt,30,1996,4,11,8,Knockout,2,No,8c041c7d,,,,,
523,Issa Laye,MFDF,Qatar,28,1997,3,1,1,Group Stage Eliminated,0.333333333,Yes,c078667a,,,,,
524,Rafael Leão,MF,Portugal,27,1999,1.8,0,2,Knockout,1.111111111,No,20730eae,,,,,
525,Mathew Leckie,MF,Australia,35,1991,0.7,0,0,Knockout,0,No,b93b7882,,,,,
526,Jefferson Lerma,MF,Colombia,31,1994,4.6,1,5,Knockout,1.086956522,No,9b5ce51a,,,,,
527,Jamie Leweling,FWMF,Germany,25,2001,0.3,0,0,Knockout,0,No,13fe7b69,,,,,
528,Philipp Lienhart,DF,Austria,29,1996,2,1,1,Knockout,0.5,Yes,302527b2,,,,,
529,Victor Lindelöf,DFMF,Sweden,31,1994,4,1,4,Knockout,1,Yes,f5deef4c,,,,,
530,Erik Lira,MF,Mexico,26,2000,3.8,3,2,Knockout,0.526315789,No,7b2c24ed,,,,,
531,Dominik Livakovi?,GK,Croatia,31,1995,4,0,0,Knockout,0,No,58f077c0,,,,,
532,Dailon Livramento,FW,Cabo Verde,25,2001,1.9,0,0,Knockout,0,No,c115db1e,,,,,
533,Marcos Llorente,DF,Spain,31,1995,2.1,6,1,Knockout,0.476190476,Yes,02c15616,,,,,
534,Giovani Lo Celso,MF,Argentina,30,1996,0.7,0,1,Knockout,1.428571429,No,d7553721,,,,,
535,Jürgen Locadia,FW,Curaçao,32,1993,2.6,0,1,Group Stage Eliminated,0.384615385,No,6cc47ae1,,,,,
536,Azarías Londoño,MF,Panama,24,2001,0.6,0,1,Group Stage Eliminated,1.666666667,No,31d68775,,,,,
537,Sidny Lopes Cabral,DF,Cabo Verde,23,2002,3.2,2,4,Knockout,1.25,Yes,20700569,,,,,
538,Flaco López,FW,Argentina,25,2000,0.2,1,0,Knockout,0,No,e1426a52,,,,,
539,Derrick Luckassen,DF,Ghana,30,1995,2,1,0,Knockout,0,Yes,30a09cb5,,,,,
540,Jhon Lucumí,DF,Colombia,27,1998,5.3,2,5,Knockout,0.943396226,Yes,80490d7f,,,,,
541,José Luis Rodríguez,MFFW,Panama,27,1998,2.6,3,0,Group Stage Eliminated,0,No,b333b014,,,,,
542,Romelu Lukaku,FW,Belgium,33,1993,2.6,0,0,Knockout,0,No,5eae500a,,,,,
543,Dodi Lukebakio,MF,Belgium,28,1997,1.8,1,0,Knockout,0,No,0c61c77c,,,,,
544,Jovo Luki?,FW,Bosnia-Herz,27,1998,0.7,1,0,Knockout,0,No,a2056e82,,,,,
545,Awer Mabil,FWMF,Australia,30,1995,0.3,0,0,Knockout,0,No,922da988,,,,,
546,Alexis Mac Allister,MF,Argentina,27,1998,8.3,12,9,Knockout,1.084337349,No,83d074ff,,,,,
547,Deiver Machado,DF,Colombia,32,1993,1,0,2,Knockout,2,Yes,b3f8bdef,,,,,
548,Shuto Machino,FW,Japan,26,1999,0.1,0,0,Knockout,0,No,964dde35,,,,,
549,Assim Madibo,MF,Qatar,29,1996,1.5,1,4,Group Stage Eliminated,2.666666667,No,2b1d2ada,,,,,
550,Noni Madueke,MF,England,24,2002,3.2,4,2,Knockout,0.625,No,bf34eebd,,,,,
551,Daizen Maeda,MF,Japan,28,1997,2.7,3,2,Knockout,0.740740741,No,395451fc,,,,,
552,Gabriel Magalhães,DF,Brazil,28,1997,5,2,4,Knockout,0.8,Yes,67ac5bb8,,,,,
553,Ermin Mahmi?,MF,Bosnia-Herz,21,2005,0.8,1,0,Knockout,0,No,86e34165,,,,,
554,Hadj Mahmoud,MF,Tunisia,26,2000,0.5,2,0,Group Stage Eliminated,0,No,081048c2,,,,,
555,Riyad Mahrez,MF,Algeria,35,1991,2.9,2,1,Knockout,0.344827586,No,892d5bb1,,,,,
556,Alexandro Maidana,DF,Paraguay,20,2005,0.6,0,1,Knockout,1.666666667,Yes,4d0d5020,,,,,
557,Mike Maignan,GK,France,30,1995,8,0,0,Knockout,0,No,fcb38f57,,,,,
558,Evidence Makgopa,FW,South Africa,26,2000,2.4,1,1,Knockout,0.416666667,No,4d76d03b,,,,,
559,Ahmed Maknzi,DF,Iraq,24,2001,0.4,2,0,Group Stage Eliminated,0,Yes,f95ac2b6,,,,,
560,Donyell Malen,FW,Netherlands,27,1999,2.1,0,0,Knockout,0,No,116c35df,,,,,
561,Arjan Malic,DF,Bosnia-Herz,20,2005,0.5,0,0,Knockout,0,Yes,de57cd45,,,,,
562,Mohamed Manai,DF,Qatar,23,2002,0.8,0,2,Group Stage Eliminated,2.5,Yes,1e20b706,,,,,
563,Aïssa Mandi,DF,Algeria,34,1991,4,3,4,Knockout,1,Yes,fbd6378b,,,,,
564,Sadio Mané,MFFW,Senegal,34,1992,4,2,3,Knockout,0.75,No,c691bfe2,,,,,
565,Juan Manuel Sanabria,DF,Uruguay,26,2000,2.3,4,1,Group Stage Eliminated,0.434782609,Yes,f1d74479,,,,,
566,Johan Manzambi,MFFW,Switzerland,20,2005,2.2,0,0,Knockout,0,No,8fcf0e12,,,,,
567,Mahmoud Al-Mardi,MF,Jordan,32,1993,1.4,1,0,Group Stage Eliminated,0,No,1eedc1ea,,,,,
568,Jearl Margaritha,FWMF,Curaçao,26,2000,0.5,0,0,Group Stage Eliminated,0,No,be915a68,,,,,
569,Omar Marmoush,FWMF,Egypt,27,1999,3.6,3,2,Knockout,0.555555556,No,0e0102eb,,,,,
570,Marquinhos,DF,Brazil,32,1994,5,2,3,Knockout,0.6,Yes,d5f2f82b,,,,,
571,Gabriel Martinelli,MF,Brazil,24,2001,1.6,0,2,Knockout,1.25,No,48a5a5d6,,,,,
572,Guillermo Martínez Ayala,FW,Mexico,31,1995,0.8,0,0,Knockout,0,No,59146354,,,,,
573,Cristian Martínez,MFFW,Panama,29,1997,2.7,4,1,Group Stage Eliminated,0.37037037,No,fdb15495,,,,,
574,Emiliano Martínez,GK,Argentina,33,1992,9,0,0,Knockout,0,No,7956236f,,,,,
575,Lautaro Martínez,FW,Argentina,28,1997,3.4,1,1,Knockout,0.294117647,No,f7036e1c,,,,,
576,Lisandro Martínez,DF,Argentina,28,1998,6.9,7,6,Knockout,0.869565217,Yes,bac46a10,,,,,
577,Thapelo Maseko,MFFW,South Africa,22,2003,2.7,1,2,Knockout,0.740740741,No,498d45f7,,,,,
578,Hazem Mastouri,FW,Tunisia,28,1997,1,0,1,Group Stage Eliminated,1,No,c88f913e,,,,,
579,Arthur Masuaku,DF,Congo DR,32,1993,3.5,5,0,Knockout,0,Yes,57df7a11,,,,,
580,Igor Matanovi?,FW,Croatia,23,2003,1.1,0,0,Knockout,0,No,948e1292,,,,,
581,Pape Matar Sarr,MF,Senegal,23,2002,0.7,0,1,Knockout,1.428571429,No,feb5d972,,,,,
582,Jean-Philippe Mateta,FW,France,28,1997,0.3,0,0,Knockout,0,No,50e6dc35,,,,,
583,Mauricio,MF,Paraguay,25,2001,1.9,6,1,Knockout,0.526315789,No,bf4cbc22,,,,,
584,Fiston Mayele,FW,Congo DR,31,1994,0.5,0,0,Knockout,0,No,0d113a00,,,,,
585,Ibrahim Maza,MFFW,Algeria,20,2005,3.9,2,0,Knockout,0,No,89b3bc5e,,,,,
586,Noussair Mazraoui,DF,Morocco,28,1997,5.3,8,2,Knockout,0.377358491,Yes,b74277a0,,,,,
587,Kylian Mbappé,FW,France,27,1998,7.7,1,0,Knockout,0,No,42fd9c7f,,,,,
588,Thalente Mbatha,MF,South Africa,26,2000,2.9,2,5,Knockout,1.724137931,No,f6272be9,,,,,
589,Ibrahim Mbaye,MF,Senegal,18,2008,1.7,0,1,Knockout,0.588235294,No,201b4ee4,,,,,
590,Chancel Mbemba,DF,Congo DR,31,1994,4,3,1,Knockout,0.25,Yes,e76cb9cc,,,,,
591,Mbekezeli Mbokazi,DF,South Africa,20,2005,4,5,4,Knockout,1,Yes,13398d42,,,,,
592,Nathanaël Mbuku,MFFW,Congo DR,24,2002,1.6,3,0,Knockout,0,No,46750e9c,,,,,
593,Callum McCowatt,MF,New Zealand,27,1999,1.8,1,1,Group Stage Eliminated,0.555555556,No,3fc42049,,,,,
594,John McGinn,MF,Scotland,31,1994,2.9,0,0,Group Stage Eliminated,0,No,90f91999,,,,,
595,Scott McKenna,DF,Scotland,29,1996,1,0,0,Group Stage Eliminated,0,Yes,4e5a4cbc,,,,,
596,Weston McKennie,MF,USA,27,1998,4.9,7,7,Knockout,1.428571429,No,01c3aff5,,,,,
597,Mark McKenzie,DF,USA,27,1999,1,1,1,Knockout,1,Yes,a5f5d094,,,,,
598,Kenny McLean,MF,Scotland,34,1992,1.3,1,2,Group Stage Eliminated,1.538461538,No,471f16b3,,,,,
599,Scott McTominay,MF,Scotland,29,1996,3,2,0,Group Stage Eliminated,0,No,d93c2511,,,,,
600,Brandon Mechele,DF,Belgium,33,1993,6.3,4,4,Knockout,0.634920635,Yes,0a6dbbf7,,,,,
601,Facundo Medina,DF,Argentina,27,1999,3.4,7,2,Knockout,0.588235294,Yes,6f5ec8bb,,,,,
602,Yaimar Medina,DFMF,Ecuador,21,2004,0.5,0,1,Knockout,2,Yes,1fe8ecf7,,,,,
603,Hannibal Mejbri,MF,Tunisia,23,2003,3,4,1,Group Stage Eliminated,0.333333333,No,ca22ccb0,,,,,
604,Amar Memi?,MF,Bosnia-Herz,25,2001,2.5,2,2,Knockout,0.8,No,918c187c,,,,,
605,Memphis,FWMF,Netherlands,32,1994,0.6,0,0,Knockout,0,No,8f696594,,,,,
606,Sultan Mendash,MF,Saudi Arabia,31,1994,0.7,3,0,Group Stage Eliminated,0,No,8738a7a1,,,,,
607,Lucas Mendes,DF,Qatar,35,1990,0,0,0,Group Stage Eliminated,,No,5169f27f,,,,,
608,Nuno Mendes,DF,Portugal,23,2002,4.4,6,0,Knockout,0,Yes,f20e4cc9,,,,,
609,Ryan Mendes,FWMF,Cabo Verde,36,1990,3.7,2,5,Knockout,1.351351351,No,ba6e01ab,,,,,
610,Édouard Mendy,GK,Senegal,34,1992,1.7,0,0,Knockout,0,No,33887998,,,,,
611,Gideon Mensah,DF,Ghana,27,1998,4,5,8,Knockout,2,Yes,9bdd8118,,,,,
612,Mikel Merino,MF,Spain,29,1996,2.2,2,3,Knockout,1.363636364,No,d080ed5e,,,,,
613,Lionel Messi,FW,Argentina,38,1987,8.2,10,0,Knockout,0,No,d70ce98e,,,,,
614,Connor Metcalfe,MF,Australia,26,1999,3.5,5,2,Knockout,0.571428571,No,73ce4d7d,,,,,
615,Thomas Meunier,DF,Belgium,34,1991,2.1,2,2,Knockout,0.952380952,Yes,e162b013,,,,,
616,Liam Millar,MF,Canada,26,1999,1.8,4,0,Knockout,0,No,983515f8,,,,,
617,Kim Min-jae,DF,Korea Republic,29,1996,2.7,2,2,Group Stage Eliminated,0.740740741,Yes,e0f8151c,,,,,
618,Yerry Mina,DF,Colombia,31,1994,0,0,0,Knockout,,No,6d5701f2,,,,,
619,Alan Minda,MF,Ecuador,23,2003,0.6,0,1,Knockout,1.666666667,No,9cfd5b00,,,,,
620,Aubrey Modiba,DF,South Africa,30,1995,3.8,5,4,Knockout,1.052631579,Yes,bb1f97f2,,,,,
621,Luka Modri?,MF,Croatia,40,1985,3.5,3,0,Knockout,0,No,6025fab1,,,,,
622,Relebohile Mofokeng,MF,South Africa,21,2004,1.9,2,0,Knockout,0,No,25c3fb97,,,,,
623,Shahriar Moghanlou,FW,IR Iran,31,1994,1,2,0,Group Stage Eliminated,0,No,92f69be8,,,,,
624,Milad Mohammadi,DF,IR Iran,32,1993,2.3,4,2,Group Stage Eliminated,0.869565217,Yes,740a0e28,,,,,
625,Mohammad Mohebi,MF,IR Iran,27,1998,2.7,1,1,Group Stage Eliminated,0.37037037,No,7b6b53c3,,,,,
626,Johan Mojica,DF,Colombia,33,1992,4.3,3,3,Knockout,0.697674419,Yes,608f2092,,,,,
627,Teboho Mokoena,MF,South Africa,29,1997,3,3,5,Knockout,1.666666667,No,00029b1e,,,,,
628,Nahuel Molina,DF,Argentina,28,1998,5.9,3,8,Knockout,1.355932203,Yes,23610943,,,,,
629,Jamiro Monteiro,MF,Cabo Verde,32,1993,3.1,4,4,Knockout,1.290322581,No,d384bddd,,,,,
630,César Montes,DF,Mexico,29,1997,3.5,1,2,Knockout,0.571428571,Yes,28e957d7,,,,,
631,Gonzalo Montiel,DF,Argentina,29,1997,2.1,3,3,Knockout,1.428571429,Yes,374d5158,,,,,
632,Kim Moon-hwan,MF,Korea Republic,30,1995,0.8,1,1,Group Stage Eliminated,1.25,No,6bce7dd8,,,,,
633,Gilberto Mora,MF,Mexico,17,2008,2.4,2,2,Knockout,0.833333333,No,69c9ffe8,,,,,
634,Diego Moreira,MF,Belgium,21,2004,0.6,1,1,Knockout,1.666666667,No,12de1b0d,,,,,
635,Steven Moreira,DF,Cabo Verde,31,1994,3.3,3,2,Knockout,0.606060606,Yes,f10983ae,,,,,
636,Tshepang Moremi,MF,South Africa,25,2000,0.4,1,0,Knockout,0,No,546d38f9,,,,,
637,Orlando Mosquera,GK,Panama,31,1994,3,0,0,Group Stage Eliminated,0,No,ea34d827,,,,,
638,Samir El Mourabet,MF,Morocco,20,2005,0.9,1,1,Knockout,1.111111111,No,1a03d055,,,,,
639,Samuel Moutoussamy,MF,Congo DR,29,1996,3.7,8,1,Knockout,0.27027027,No,af0c835b,,,,,
640,Akmal Mozgovoy,MF,Uzbekistan,27,1999,2.4,0,2,Group Stage Eliminated,0.833333333,No,114cb95b,,,,,
641,Lionel Mpasi,GK,Congo DR,31,1994,4,0,0,Knockout,0,No,5c6b0637,,,,,
642,Khuliso Mudau,DF,South Africa,31,1995,4,8,11,Knockout,2.75,Yes,75388f92,,,,,
643,Tarik Muharemovic,DF,Bosnia-Herz,23,2003,2.9,1,8,Knockout,2.75862069,Yes,426dda23,,,,,
644,Miro Muheim,DFMF,Switzerland,28,1998,1,1,2,Knockout,2,Yes,844c6a91,,,,,
645,Ngal'Ayel Mukau,MF,Congo DR,21,2004,2.2,2,3,Knockout,1.363636364,No,bb461b8a,,,,,
646,Mert Müldür,DF,Türkiye,27,1999,1.1,2,1,Group Stage Eliminated,0.909090909,Yes,1295552e,,,,,
647,Daniel Muñoz,DF,Colombia,30,1996,4.4,3,7,Knockout,1.590909091,Yes,778ef829,,,,,
648,Petar Musa,FW,Croatia,28,1998,1.2,0,0,Knockout,0,No,4567a0b4,,,,,
649,Jamal Musiala,MF,Germany,23,2003,3,5,1,Knockout,0.333333333,No,2c0558b8,,,,,
650,Fernando Muslera,GK,Uruguay,39,1986,2.5,0,0,Group Stage Eliminated,0,No,a2abe631,,,,,
651,Phillipp Mwene,DF,Austria,32,1994,1.6,0,3,Knockout,1.875,Yes,2ff76adc,,,,,
652,David Møller Wolfe,DF,Norway,24,2002,4.8,3,3,Knockout,0.625,Yes,9affc5f2,,,,,
653,Y?to Nagatomo,DFMF,Japan,39,1986,0.2,0,1,Knockout,5,Yes,4b6960d2,,,,,
654,Keito Nakamura,MF,Japan,25,2000,3.4,3,1,Knockout,0.294117647,No,d97af612,,,,,
655,Abdallah Nasib,DF,Jordan,32,1994,2.9,3,7,Group Stage Eliminated,2.413793103,Yes,aaab3072,,,,,
656,Sherzod Nasrullaev,DFMF,Uzbekistan,27,1998,2,2,2,Group Stage Eliminated,1,Yes,aeb0c7f7,,,,,
657,Duckens Nazon,FWMF,Haiti,32,1994,0.3,0,0,Group Stage Eliminated,0,No,20e87a42,,,,,
658,Iliman Ndiaye,FW,Senegal,26,2000,1.3,0,2,Knockout,1.538461538,No,5ed97752,,,,,
659,Dan Ndoye,MFFW,Switzerland,25,2000,4.5,5,4,Knockout,0.888888889,No,8e697a8f,,,,,
660,Jayden Nelson,FWMF,Canada,23,2002,0,0,0,Knockout,,No,92305a81,,,,,
661,Ali Nemati,DF,IR Iran,30,1996,3,2,0,Group Stage Eliminated,0,Yes,19a221f7,,,,,
662,Abduvohid Nematov,GK,Uzbekistan,25,2001,2,0,0,Group Stage Eliminated,0,No,25e45f2a,,,,,
663,Pedro Neto,MF,Portugal,26,2000,3.9,2,0,Knockout,0,No,7ba2eaa9,,,,,
664,Manuel Neuer,GK,Germany,40,1986,4.3,0,0,Knockout,0,No,8778c910,,,,,
665,João Neves,MF,Portugal,21,2004,4.3,7,4,Knockout,0.930232558,No,c2a15a27,,,,,
666,Rúben Neves,MF,Portugal,29,1997,0.6,0,0,Knockout,0,No,44bfb6c5,,,,,
667,Neymar,FWMF,Brazil,34,1992,0.4,0,0,Knockout,0,No,69384e5d,,,,,
668,Nathan Ngoy,DF,Belgium,23,2003,3.7,4,7,Knockout,1.891891892,Yes,eb7abf2e,,,,,
669,Moussa Niakhaté,DF,Senegal,30,1996,4.3,1,4,Knockout,0.930232558,Yes,00242715,,,,,
670,Gustaf Nilsson,FW,Sweden,29,1997,0,0,0,Knockout,,No,a7d48b00,,,,,
671,Felix Nmecha,MF,Germany,25,2000,3,9,2,Knockout,0.666666667,No,091c86e2,,,,,
672,Kristoffer Nordfeldt,GK,Sweden,36,1989,2,0,0,Knockout,0,No,78549904,,,,,
673,Tyrese Noslin,MF,Curaçao,23,2002,0.2,0,0,Group Stage Eliminated,0,No,c3709bd2,,,,,
674,Ernest Nuamah,MF,Ghana,22,2003,1,1,0,Knockout,0,No,234a703c,,,,,
675,Matheus Nunes,DFMF,Portugal,27,1998,0,0,0,Knockout,,No,e6af02e0,,,,,
676,Darwin Núñez,FW,Uruguay,26,1999,1.7,1,2,Group Stage Eliminated,1.176470588,No,4d77b365,,,,,
677,Antonio Nusa,FW,Norway,21,2005,3.5,2,2,Knockout,0.571428571,No,4ab12002,,,,,
678,Benjamin Nygren,MF,Sweden,24,2001,1.4,0,0,Knockout,0,No,d6ebf67f,,,,,
679,Ørjan Nyland,GK,Norway,35,1990,5.3,0,1,Knockout,0.188679245,No,bdedffac,,,,,
680,Aiden O'Neill,MF,Australia,27,1998,4,2,2,Knockout,0.5,No,c7aee75b,,,,,
681,Nico O'Reilly,DF,England,21,2005,5.1,3,5,Knockout,0.980392157,Yes,91ca4a16,,,,,
682,Salim Obaid,DF,Jordan,34,1992,0.2,2,0,Group Stage Eliminated,0,Yes,f494bf5f,,,,,
683,Armando Obispo,DF,Curaçao,27,1999,3,1,7,Group Stage Eliminated,2.333333333,Yes,2ffa6348,,,,,
684,Guillermo Ochoa,GK,Mexico,40,1985,0.1,0,0,Knockout,0,No,1e9bde92,,,,,
685,K?ki Ogawa,FW,Japan,28,1997,0.5,0,0,Knockout,0,No,3d2e8955,,,,,
686,Braian Ojeda,MF,Paraguay,25,2000,0.2,0,0,Knockout,0,No,60953af0,,,,,
687,Noah Okafor,FWMF,Switzerland,26,2000,0.2,1,0,Knockout,0,No,ca607d59,,,,,
688,Ime Okon,DF,South Africa,22,2004,4,2,5,Knockout,1.25,Yes,3cb58055,,,,,
689,Paul Okon-Engstler,MF,Australia,21,2005,2.2,2,5,Knockout,2.272727273,No,ecd6464a,,,,,
690,Ben Old,MF,New Zealand,23,2002,1,0,1,Group Stage Eliminated,1,No,e14e818c,,,,,
691,Michael Olise,MF,France,24,2001,7.2,8,3,Knockout,0.416666667,No,c4486bac,,,,,
692,Mathías Olivera,DF,Uruguay,28,1997,3,4,2,Group Stage Eliminated,0.666666667,Yes,41c12f75,,,,,
693,Dani Olmo,MF,Spain,28,1998,5.5,5,1,Knockout,0.181818182,No,ae44e8e2,,,,,
694,Tani Oluwaseyi,FW,Canada,26,2000,2.9,3,0,Knockout,0,No,950ef017,,,,,
695,Ali Olwan,MF,Jordan,26,2000,3,0,1,Group Stage Eliminated,0.333333333,No,33c1d68d,,,,,
696,Amadou Onana,MF,Belgium,24,2001,1.2,2,2,Knockout,1.666666667,No,828657ff,,,,,
697,Christopher Opéri,DF,Côte d'Ivoire,29,1997,1,2,1,Knockout,1,Yes,914bb955,,,,,
698,Jerome Opoku,DF,Ghana,27,1998,3,2,1,Knockout,0.333333333,Yes,091d6ee5,,,,,
699,Joel Ordóñez,DF,Ecuador,22,2004,2.5,5,1,Knockout,0.4,Yes,2990a15c,,,,,
700,Jonathan Osorio,MF,Canada,34,1992,0.1,0,1,Knockout,10,No,70106ff6,,,,,
701,Nicolás Otamendi,DF,Argentina,38,1988,2.7,2,6,Knockout,2.222222222,Yes,0d267745,,,,,
702,Zakaria El Ouahdi,DFMF,Morocco,24,2001,0.2,0,0,Knockout,0,Yes,a3d79d3c,,,,,
703,Ayoub Al-Oui,DF,Qatar,21,2005,1.7,0,2,Group Stage Eliminated,1.176470588,Yes,010e5bae,,,,,
704,Azzedine Ounahi,MF,Morocco,26,2000,4.8,1,1,Knockout,0.208333333,No,83299cc0,,,,,
705,Mohammed Al-Owais,GK,Saudi Arabia,34,1991,3,0,0,Group Stage Eliminated,0,No,f2c060c6,,,,,
706,Elisha Owusu,MF,Ghana,28,1997,1.7,3,0,Knockout,0,No,e2781082,,,,,
707,Mikel Oyarzabal,FW,Spain,29,1997,6.7,5,1,Knockout,0.149253731,No,8c3c640c,,,,,
708,Salih Özcan,MF,Türkiye,28,1998,1.1,1,4,Group Stage Eliminated,3.636363636,No,15413fa5,,,,,
709,Willian Pacho,DF,Ecuador,24,2001,4,2,8,Knockout,2,Yes,ecbe2839,,,,,
710,Kendry Páez,MF,Ecuador,19,2007,0.1,0,0,Knockout,0,No,f3bb9f59,,,,,
711,Exequiel Palacios,DF,Argentina,27,1998,1,0,5,Knockout,5,Yes,e82adcab,,,,,
712,Lucas Paquetá,MF,Brazil,28,1997,2.6,4,5,Knockout,1.923076923,No,9b6f7fd5,,,,,
713,Leandro Paredes,MF,Argentina,31,1994,5.3,6,5,Knockout,0.943396226,No,dff153a4,,,,,
714,Thomas Partey,MF,Ghana,33,1993,3,4,6,Knockout,2,No,529f49ab,,,,,
715,Marco Pašali?,MF,Croatia,25,2000,1.1,2,1,Knockout,0.909090909,No,1866b0f1,,,,,
716,Mario Pašali?,MF,Croatia,31,1995,1.4,1,1,Knockout,0.714285714,No,e599253a,,,,,
